checkedAt,sku,name,salePrice,regularPrice,url,changed
2025-11-26T13:52:43Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-11-26T13:52:43Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",449.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-11-26T13:52:43Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",599.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-11-26T21:30:10Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-11-26T21:30:10Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",449.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-11-26T21:30:10Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",599.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-11-27T13:49:59Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-11-27T13:49:59Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",449.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-11-27T13:49:59Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",599.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-11-27T21:29:24Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-11-27T21:29:24Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",449.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-11-27T21:29:24Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",599.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-11-28T13:46:18Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-11-28T13:46:18Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",449.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-11-28T13:46:18Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",599.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-11-28T21:29:32Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-11-28T21:29:32Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",449.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-11-28T21:29:32Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",599.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-11-29T13:39:36Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-11-29T13:39:36Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",449.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-11-29T13:39:36Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",599.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-11-29T21:29:31Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-11-29T21:29:31Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",449.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-11-29T21:29:31Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",599.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-11-30T13:40:02Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-11-30T13:40:02Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",399.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,TRUE
2025-11-30T13:40:02Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",599.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-11-30T21:30:01Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-11-30T21:30:01Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",399.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-11-30T21:30:01Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",599.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-01T13:53:29Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-01T13:53:29Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",449.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,TRUE
2025-12-01T13:53:29Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",599.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-01T21:29:03Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-01T21:29:03Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",449.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-01T21:29:03Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",599.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-02T13:55:34Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,TRUE
2025-12-02T13:55:34Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,TRUE
2025-12-02T13:55:34Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,TRUE
2025-12-02T21:31:33Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-02T21:31:33Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-02T21:31:33Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-03T13:55:23Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-03T13:55:23Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-03T13:55:23Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-03T21:29:12Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-03T21:29:12Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-03T21:29:12Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-04T13:55:19Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-04T13:55:19Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-04T13:55:19Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-04T21:32:58Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-04T21:32:58Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-04T21:32:58Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-05T13:50:13Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-05T13:50:13Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-05T13:50:13Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-05T21:32:00Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-05T21:32:00Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-05T21:32:00Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-06T13:39:56Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-06T13:39:56Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-06T13:39:56Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-06T21:29:10Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-06T21:29:10Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-06T21:29:10Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-07T13:21:42Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-07T13:21:42Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-07T13:21:42Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-07T21:12:41Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-07T21:12:41Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-07T21:12:41Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-08T13:31:38Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-08T13:31:38Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-08T13:31:38Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-08T21:13:49Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-08T21:13:49Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-08T21:13:49Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-09T13:32:49Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-09T13:32:49Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-09T13:32:49Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-09T21:13:41Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-09T21:13:41Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-09T21:13:41Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-10T13:33:49Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-10T13:33:49Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-10T13:33:49Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-10T21:17:33Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-10T21:17:33Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-10T21:17:33Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-11T13:35:40Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-11T13:35:40Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-11T13:35:40Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-11T21:17:40Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-11T21:17:40Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-11T21:17:40Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-12T13:31:47Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,TRUE
2025-12-12T13:31:47Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-12T13:31:47Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-12T21:14:56Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-12T21:14:56Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-12T21:14:56Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-13T13:23:33Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-13T13:23:33Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-13T13:23:33Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-13T21:13:16Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-13T21:13:16Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-13T21:13:16Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-14T13:23:50Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-14T13:23:50Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-14T13:23:50Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-14T21:14:16Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",329.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-14T21:14:16Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-14T21:14:16Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-15T13:37:49Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,TRUE
2025-12-15T13:37:49Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-15T13:37:49Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
2025-12-15T21:15:57Z,6625835,"TCL - 55"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",349.99,699.99,https://api.bestbuy.com/click/-/6625835/pdp,FALSE
2025-12-15T21:15:57Z,6625874,"TCL - 65"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",469.99,899.99,https://api.bestbuy.com/click/-/6625874/pdp,FALSE
2025-12-15T21:15:57Z,6625834,"TCL - 75"" Class QM5K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",649.99,1199.99,https://api.bestbuy.com/click/-/6625834/pdp,FALSE
